"user_id","association_score_id","score","article_id"
"1","10147","1","130"
"1","10148","5","130"
"1","10149","3","130"
"1","10150","4","130"
"1","10151","5","130"
"1","10152","6","130"
"1","10153","2","130"
"1","10154","2","130"
"1","10155","2","130"
"1","10156","2","130"
"1","10157","2","130"
"1","10158","2","130"
"1","10159","4","130"
"1","10160","4","130"
"1","10161","4","130"
"1","10162","6","130"
"1","10163","6","130"
"1","10164","3","130"
"1","10165","6","130"
"1","10166","4","130"
"1","10167","1","130"
"1","10168","1","130"
"1","10169","3","130"
"1","10170","3","130"
"1","10171","1","130"
"1","10172","1","130"
"1","10173","1","130"
"1","10174","1","130"
"1","10175","1","130"
"1","10176","3","130"
"1","10177","1","130"
"1","10178","2","130"
"1","10179","3","130"
"1","10180","4","130"
"1","10181","3","130"
"1","10182","3","130"
"1","10183","6","130"
"1","10184","5","130"
"1","10185","5","130"
"1","10186","5","130"
"1","10187","5","130"
"1","10188","2","130"
"1","10189","3","130"
"1","10190","3","130"
"1","10191","1","130"
"1","10192","1","130"
"1","10193","1","130"
"1","10194","1","130"
"1","10195","1","130"
"1","10196","1","130"
"1","10197","1","130"
"1","10198","1","130"
"1","10199","1","130"
"1","10200","1","130"
"1","10201","1","130"
"1","10202","1","130"
"1","10203","1","130"
"1","10204","1","130"
"1","10205","1","130"
"1","10206","1","130"
"3","10147","1","130"
"3","10148","4","130"
"3","10149","1","130"
"3","10150","5","130"
"3","10151","5","130"
"3","10152","3","130"
"3","10153","1","130"
"3","10154","1","130"
"3","10155","1","130"
"3","10156","1","130"
"3","10157","1","130"
"3","10158","1","130"
"3","10159","2","130"
"3","10160","3","130"
"3","10161","3","130"
"3","10162","3","130"
"3","10163","4","130"
"3","10164","1","130"
"3","10165","2","130"
"3","10166","4","130"
"3","10167","1","130"
"3","10168","1","130"
"3","10169","3","130"
"3","10170","1","130"
"3","10171","1","130"
"3","10172","2","130"
"3","10173","1","130"
"3","10174","1","130"
"3","10175","3","130"
"3","10176","3","130"
"3","10177","1","130"
"3","10178","1","130"
"3","10179","2","130"
"3","10180","2","130"
"3","10181","2","130"
"3","10182","2","130"
"3","10183","2","130"
"3","10184","3","130"
"3","10185","3","130"
"3","10186","2","130"
"3","10187","2","130"
"3","10188","3","130"
"3","10189","3","130"
"3","10190","1","130"
"3","10191","1","130"
"3","10192","1","130"
"3","10193","1","130"
"3","10194","3","130"
"3","10195","2","130"
"3","10196","3","130"
"3","10197","1","130"
"3","10198","1","130"
"3","10199","1","130"
"3","10200","1","130"
"3","10201","1","130"
"3","10202","1","130"
"3","10203","1","130"
"3","10204","1","130"
"3","10205","3","130"
"3","10206","4","130"
"4","10147","3","130"
"4","10148","5","130"
"4","10149","3","130"
"4","10150","5","130"
"4","10151","5","130"
"4","10152","5","130"
"4","10153","4","130"
"4","10154","5","130"
"4","10155","4","130"
"4","10156","4","130"
"4","10157","4","130"
"4","10158","4","130"
"4","10159","2","130"
"4","10160","2","130"
"4","10161","2","130"
"4","10162","4","130"
"4","10163","2","130"
"4","10164","2","130"
"4","10165","2","130"
"4","10166","3","130"
"4","10167","4","130"
"4","10168","4","130"
"4","10169","2","130"
"4","10170","3","130"
"4","10171","3","130"
"4","10172","1","130"
"4","10173","4","130"
"4","10174","4","130"
"4","10175","2","130"
"4","10176","2","130"
"4","10177","4","130"
"4","10178","4","130"
"4","10179","2","130"
"4","10180","2","130"
"4","10181","4","130"
"4","10182","4","130"
"4","10183","3","130"
"4","10184","3","130"
"4","10185","3","130"
"4","10186","4","130"
"4","10187","4","130"
"4","10188","4","130"
"4","10189","4","130"
"4","10190","2","130"
"4","10191","2","130"
"4","10192","2","130"
"4","10193","2","130"
"4","10194","2","130"
"4","10195","2","130"
"4","10196","2","130"
"4","10197","2","130"
"4","10198","2","130"
"4","10199","2","130"
"4","10200","2","130"
"4","10201","2","130"
"4","10202","2","130"
"4","10203","2","130"
"4","10204","2","130"
"4","10205","3","130"
"4","10206","3","130"
"4","297186","4","143"
"4","297187","2","143"
"4","297188","2","143"
"4","297189","3","143"
"4","297190","3","143"
"4","297191","3","143"
"4","297192","3","143"
"4","297193","2","143"
"4","297194","2","143"
"4","297195","2","143"
"4","297196","2","143"
"4","297197","4","143"
"4","297198","2","143"
"4","297199","2","143"
"4","297200","2","143"
"4","297201","3","143"
"4","297202","2","143"
"4","297203","2","143"
"4","297204","2","143"
"4","297205","2","143"
"4","297206","2","143"
"4","297207","2","143"
"4","297208","2","143"
"4","297209","4","143"
"4","297210","4","143"
"4","297211","4","143"
"4","297212","3","143"
"4","297213","2","143"
"4","297214","2","143"
"4","297215","2","143"
"4","297216","2","143"
"4","297217","2","143"
"4","297218","2","143"
"4","297219","1","143"
"4","297220","1","143"
"4","297221","1","143"
"4","297222","1","143"
"4","297223","1","143"
"4","297224","2","143"
"4","297225","1","143"
"4","297226","1","143"
"4","297227","1","143"
"4","297228","2","143"
"4","297229","1","143"
"6","11219","5","133"
"6","11220","6","133"
"6","11221","3","133"
"6","11222","4","133"
"6","11223","3","133"
"6","11224","2","133"
"6","11225","2","133"
"6","11226","1","133"
"6","11227","1","133"
"6","11228","3","133"
"6","11229","2","133"
"6","11230","2","133"
"6","11231","2","133"
"6","11232","5","133"
"6","11233","4","133"
"6","11234","4","133"
"6","11235","4","133"
"6","11236","4","133"
"6","11237","3","133"
"6","11238","4","133"
"6","11239","2","133"
"6","11240","3","133"
"6","11241","5","133"
"6","11242","5","133"
"6","11243","4","133"
"6","11244","3","133"
"6","11245","2","133"
"6","11246","2","133"
"6","11247","3","133"
"6","11248","4","133"
"6","11249","4","133"
"6","11250","2","133"
"6","11251","2","133"
"6","11252","1","133"
"6","11253","2","133"
"6","11254","1","133"
"6","11255","1","133"
"6","11256","3","133"
"6","11257","1","133"
"6","11258","1","133"
"6","11259","1","133"
"6","11260","1","133"
"6","11261","2","133"
"6","11262","2","133"
"6","11263","2","133"
"6","11264","1","133"
"6","11265","1","133"
"6","11266","1","133"
"6","11267","1","133"
"6","11268","2","133"
"6","11269","1","133"
"8","10147","3","130"
"8","10148","4","130"
"8","10149","3","130"
"8","10150","3","130"
"8","10151","4","130"
"8","10152","2","130"
"8","10153","4","130"
"8","10154","4","130"
"8","10155","4","130"
"8","10156","4","130"
"8","10157","4","130"
"8","10158","4","130"
"8","10159","3","130"
"8","10160","3","130"
"8","10161","3","130"
"8","10162","2","130"
"8","10163","4","130"
"8","10164","3","130"
"8","10165","2","130"
"8","10166","2","130"
"8","10167","6","130"
"8","10168","4","130"
"8","10169","2","130"
"8","10170","3","130"
"8","10171","5","130"
"8","10172","3","130"
"8","10173","4","130"
"8","10174","5","130"
"8","10175","3","130"
"8","10176","3","130"
"8","10177","4","130"
"8","10178","4","130"
"8","10179","3","130"
"8","10180","3","130"
"8","10181","3","130"
"8","10182","3","130"
"8","10183","4","130"
"8","10184","4","130"
"8","10185","4","130"
"8","10186","2","130"
"8","10187","4","130"
"8","10188","1","130"
"8","10189","2","130"
"8","10190","4","130"
"8","10191","4","130"
"8","10192","3","130"
"8","10193","4","130"
"8","10194","3","130"
"8","10195","4","130"
"8","10196","3","130"
"8","10197","3","130"
"8","10198","3","130"
"8","10199","3","130"
"8","10200","4","130"
"8","10201","5","130"
"8","10202","5","130"
"8","10203","3","130"
"8","10204","3","130"
"8","10205","3","130"
"8","10206","3","130"
"8","11219","1","133"
"8","11220","1","133"
"8","11221","4","133"
"8","11222","1","133"
"8","11223","4","133"
"8","11224","4","133"
"8","11225","1","133"
"8","11226","3","133"
"8","11227","3","133"
"8","11228","1","133"
"8","11229","4","133"
"8","11230","4","133"
"8","11231","1","133"
"8","11232","1","133"
"8","11233","6","133"
"8","11234","1","133"
"8","11235","5","133"
"8","11236","4","133"
"8","11237","4","133"
"8","11238","4","133"
"8","11239","4","133"
"8","11240","2","133"
"8","11241","5","133"
"8","11242","3","133"
"8","11243","3","133"
"8","11244","3","133"
"8","11245","3","133"
"8","11246","4","133"
"8","11247","3","133"
"8","11248","3","133"
"8","11249","3","133"
"8","11250","3","133"
"8","11251","2","133"
"8","11252","2","133"
"8","11253","2","133"
"8","11254","2","133"
"8","11255","2","133"
"8","11256","4","133"
"8","11257","2","133"
"8","11258","2","133"
"8","11259","2","133"
"8","11260","2","133"
"8","11261","3","133"
"8","11262","3","133"
"8","11263","3","133"
"8","11264","2","133"
"8","11265","2","133"
"8","11266","2","133"
"8","11267","2","133"
"8","11268","2","133"
"8","11269","2","133"
"8","12611","3","139"
"8","12612","2","139"
"8","12613","3","139"
"8","12614","2","139"
"8","12615","2","139"
"8","12616","2","139"
"8","12617","4","139"
"8","12618","5","139"
"8","12619","5","139"
"8","12620","4","139"
"8","12621","5","139"
"8","12622","5","139"
"8","12623","2","139"
"8","12624","2","139"
"8","12625","2","139"
"8","12626","4","139"
"8","12627","4","139"
"8","12628","5","139"
"8","12629","5","139"
"8","12630","4","139"
"8","12631","4","139"
"8","12632","5","139"
"8","12633","5","139"
"8","12634","4","139"
"8","12635","4","139"
"8","12636","2","139"
"8","12637","2","139"
"8","12638","2","139"
"8","12639","1","139"
"8","12640","2","139"
"8","12641","5","139"
"8","12642","3","139"
"8","12643","2","139"
"8","12644","2","139"
"8","12645","4","139"
"8","12646","1","139"
"8","12647","4","139"
"8","12648","4","139"
"8","12649","1","139"
"8","12650","1","139"
"8","12651","3","139"
"8","12652","4","139"
"8","12653","1","139"
"8","12654","1","139"
"8","12655","1","139"
"8","12656","1","139"
"8","12657","1","139"
"8","12658","4","139"
"8","12659","3","139"
"8","12660","4","139"
"8","12661","1","139"
"8","12662","4","139"
"8","12663","1","139"
"8","12664","1","139"
"8","12665","3","139"
"8","12666","3","139"
"8","12667","3","139"
"8","12668","4","139"
"8","12669","1","139"
"8","12670","4","139"
"8","12671","2","139"
"8","12672","3","139"
"8","12673","4","139"
"8","12674","3","139"
"8","12675","4","139"
"8","12676","4","139"
"8","12677","3","139"
"8","12678","3","139"
"8","12679","3","139"
"8","12680","2","139"
"8","12681","1","139"
"8","12682","4","139"
"8","12683","3","139"
"8","12684","5","139"
"8","12685","4","139"
"8","12686","3","139"
"8","12687","4","139"
"8","12688","5","139"
"8","12689","5","139"
"8","12690","3","139"
"8","12691","3","139"
"8","12692","5","139"
"8","12693","3","139"
"8","12694","3","139"
"8","12695","2","139"
"8","12696","5","139"
"8","12697","3","139"
"8","12698","3","139"
"8","12699","3","139"
"8","12700","3","139"
"8","12701","3","139"
"8","12702","3","139"
"8","12703","3","139"
"8","12704","3","139"
"8","12705","3","139"
"8","12706","4","139"
"8","12707","3","139"
"8","12708","3","139"
"10","10147","1","130"
"10","10148","1","130"
"10","10149","1","130"
"10","10150","1","130"
"10","10151","1","130"
"10","10152","1","130"
"10","10153","1","130"
"10","10154","1","130"
"10","10155","1","130"
"10","10156","1","130"
"10","10157","1","130"
"10","10158","1","130"
"10","10159","1","130"
"10","10160","1","130"
"10","10161","1","130"
"10","10162","1","130"
"10","10163","1","130"
"10","10164","1","130"
"10","10165","1","130"
"10","10166","2","130"
"10","10167","2","130"
"10","10168","2","130"
"10","10169","2","130"
"10","10170","2","130"
"10","10171","2","130"
"10","10172","2","130"
"10","10173","2","130"
"10","10174","2","130"
"10","10175","2","130"
"10","10176","2","130"
"10","10177","2","130"
"10","10178","2","130"
"10","10179","2","130"
"10","10180","2","130"
"10","10181","2","130"
"10","10182","2","130"
"10","10183","2","130"
"10","10184","2","130"
"10","10185","2","130"
"10","10186","1","130"
"10","10187","1","130"
"10","10188","1","130"
"10","10189","1","130"
"10","10190","1","130"
"10","10191","1","130"
"10","10192","1","130"
"10","10193","1","130"
"10","10194","1","130"
"10","10195","1","130"
"10","10196","1","130"
"10","10197","1","130"
"10","10198","1","130"
"10","10199","1","130"
"10","10200","1","130"
"10","10201","1","130"
"10","10202","1","130"
"10","10203","1","130"
"10","10204","1","130"
"10","10205","1","130"
"10","10206","1","130"
"11","11219","5","133"
"11","11220","5","133"
"11","11221","5","133"
"11","11222","6","133"
"11","11223","6","133"
"11","11224","5","133"
"11","11225","5","133"
"11","11226","5","133"
"11","11227","4","133"
"11","11228","5","133"
"11","11229","6","133"
"11","11230","6","133"
"11","11231","6","133"
"11","11232","5","133"
"11","11233","5","133"
"11","11234","5","133"
"11","11235","6","133"
"11","11236","6","133"
"11","11237","5","133"
"11","11238","5","133"
"11","11239","5","133"
"11","11240","5","133"
"11","11241","6","133"
"11","11242","6","133"
"11","11243","6","133"
"11","11244","5","133"
"11","11245","5","133"
"11","11246","5","133"
"11","11247","6","133"
"11","11248","6","133"
"11","11249","3","133"
"11","11250","4","133"
"11","11251","3","133"
"11","11252","4","133"
"11","11253","3","133"
"11","11254","1","133"
"11","11255","1","133"
"11","11256","4","133"
"11","11257","1","133"
"11","11258","1","133"
"11","11259","1","133"
"11","11260","2","133"
"11","11261","2","133"
"11","11262","2","133"
"11","11263","2","133"
"11","11264","2","133"
"11","11265","2","133"
"11","11266","2","133"
"11","11267","2","133"
"11","11268","2","133"
"11","11269","1","133"
"12","12611","4","139"
"12","12612","6","139"
"12","12613","4","139"
"12","12614","6","139"
"12","12615","5","139"
"12","12616","3","139"
"12","12617","3","139"
"12","12618","3","139"
"12","12619","4","139"
"12","12620","3","139"
"12","12621","5","139"
"12","12622","5","139"
"12","12623","4","139"
"12","12624","5","139"
"12","12625","5","139"
"12","12626","3","139"
"12","12627","4","139"
"12","12628","3","139"
"12","12629","2","139"
"12","12630","5","139"
"12","12631","5","139"
"12","12632","5","139"
"12","12633","4","139"
"12","12634","4","139"
"12","12635","4","139"
"12","12636","5","139"
"12","12637","5","139"
"12","12638","4","139"
"12","12639","3","139"
"12","12640","6","139"
"12","12641","5","139"
"12","12642","5","139"
"12","12643","4","139"
"12","12644","3","139"
"12","12645","4","139"
"12","12646","4","139"
"12","12647","4","139"
"12","12648","5","139"
"12","12649","4","139"
"12","12650","5","139"
"12","12651","4","139"
"12","12652","3","139"
"12","12653","3","139"
"12","12654","3","139"
"12","12655","4","139"
"12","12656","4","139"
"12","12657","3","139"
"12","12658","4","139"
"12","12659","5","139"
"12","12660","6","139"
"12","12661","4","139"
"12","12662","3","139"
"12","12663","4","139"
"12","12664","4","139"
"12","12665","3","139"
"12","12666","3","139"
"12","12667","4","139"
"12","12668","4","139"
"12","12669","4","139"
"12","12670","5","139"
"12","12671","4","139"
"12","12672","4","139"
"12","12673","3","139"
"12","12674","4","139"
"12","12675","4","139"
"12","12676","2","139"
"12","12677","2","139"
"12","12678","3","139"
"12","12679","3","139"
"12","12680","2","139"
"12","12681","4","139"
"12","12682","4","139"
"12","12683","4","139"
"12","12684","4","139"
"12","12685","5","139"
"12","12686","4","139"
"12","12687","5","139"
"12","12688","4","139"
"12","12689","4","139"
"12","12690","4","139"
"12","12691","4","139"
"12","12692","4","139"
"12","12693","3","139"
"12","12694","3","139"
"12","12695","3","139"
"12","12696","3","139"
"12","12697","3","139"
"12","12698","3","139"
"12","12699","3","139"
"12","12700","3","139"
"12","12701","3","139"
"12","12702","3","139"
"12","12703","3","139"
"12","12704","3","139"
"12","12705","3","139"
"12","12706","3","139"
"12","12707","4","139"
"12","12708","3","139"
"13","297186","5","143"
"13","297187","4","143"
"13","297188","3","143"
